# i j cov
# order is xi+_0,xi+_1,...,xi-_0,xi-_1,.... from small scales to large in each
# tomo bins are in c order (i.e. 0,0 0,1 0,2 1,0 1,2 2,2) w/ internal order as above
66 58 1.52929030036929192794e-12
66 59 1.17650472234563636964e-12
66 60 5.72956874006802125729e-12
66 61 8.61734021306034442036e-12
66 62 -2.96035522347712150582e-12
66 63 2.44778442416782563419e-12
66 64 -4.07864966528400559900e-13
66 65 1.20024665003302981548e-12
66 66 2.19337560914662641888e-10
66 67 -1.58027129674871574529e-12
66 68 5.83558147152881542388e-12
66 69 -4.21333517595661937326e-12
66 70 -4.85340472908266825532e-13
66 71 7.20254213418346875666e-13
67 0 7.35315394872448495443e-12
67 1 6.81985427030116530028e-12
67 2 1.67642699206888812339e-12
67 3 1.12221323122846136458e-12
67 4 -1.60205819373350052237e-13
67 5 -1.49120342840972736022e-14
67 6 1.25598410294522197891e-11
67 7 2.02271456587917071252e-12
67 8 2.04907476375735067458e-12
67 9 1.91721548123130220439e-13
67 10 5.96077353331756184554e-13
67 11 1.17237143100047307197e-13
67 12 -1.55593732410083710744e-12
67 13 2.94372037250370554568e-12
67 14 1.63769454461853950154e-12
67 15 -3.40598207204060906861e-13
67 16 1.41678766257538943280e-13
67 17 6.62236568571403432701e-14
67 18 2.37127392875668487394e-12
67 19 -3.46357832908004566473e-12
67 20 -8.36540502621364213261e-13
67 21 -9.39571333909155059603e-14
67 22 4.22773685502980451229e-13
67 23 2.16729249193930741775e-13
67 24 2.38750752547351806436e-11
67 25 1.32602370909371462649e-12
67 26 1.78537455069311262492e-12
67 27 -4.24830116146998610543e-13
67 28 -8.09877141974014493111e-13
67 29 -2.04028880322518917086e-13
67 30 -1.28885065851510676017e-12
67 31 -1.98202412877588969337e-12
67 32 1.82277476713380262182e-12
67 33 1.74628488121471405979e-12
67 34 4.88324300520216170888e-13
67 35 -1.83170450572733740428e-13
67 36 1.08719946424949400802e-11
67 37 2.44702235221146731844e-12
67 38 7.12650636594836129556e-12
67 39 -7.47853060153306514961e-13
67 40 -1.64613077083049925538e-13
67 41 -2.90319878019846228919e-13
67 42 -1.22755437147103018615e-11
67 43 1.26413952832421394353e-12
67 44 9.13928803220762049283e-13
67 45 1.74688549295239075614e-12
67 46 4.81125808428548561171e-13
67 47 2.41311388947130521712e-13
67 48 8.33203377107276187869e-12
67 49 5.78551829596925752093e-12
67 50 -5.63012591140564863290e-14
67 51 -2.27669357041968578174e-12
67 52 -9.87326608076249653617e-13
67 53 -1.35768917812304006440e-13
67 54 8.46297081948686455005e-12
67 55 3.73344639339470386250e-12
67 56 2.52973084793641868400e-12
67 57 2.67081530877588207079e-12
67 58 4.87178441349297154838e-13
67 59 -1.57691527077222304911e-13
67 60 1.75808321049908567510e-11
67 61 1.89385442857695210434e-12
67 62 -4.08721675329256412343e-13
67 63 -4.11281673054714262362e-12
67 64 -1.75242410374788554483e-12
67 65 -3.12190934552617045939e-14
67 66 -1.58027129674871574529e-12
67 67 4.34459918143687433578e-11
67 68 8.09311238001124048319e-13
67 69 2.19495977756471432401e-12
67 70 4.01529446944807591808e-13
67 71 -5.00463467635362566239e-13
68 0 -1.89359450610634606980e-13
68 1 1.80765715958355379026e-12
68 2 -1.63328545549068445045e-13
68 3 6.28184466061832554871e-13
68 4 -3.68672242732634571934e-15
68 5 8.87708071949960373967e-14
68 6 2.01681710756200420417e-12
68 7 1.77173157270616521899e-12
68 8 2.65684620676010716231e-13
68 9 4.08767710291082711694e-13
68 10 2.92965424348562826809e-15
68 11 2.24178117200417637544e-13
68 12 5.35496145810981611445e-12
68 13 2.72089693751793281241e-13
68 14 1.54348408879409189740e-12
68 15 4.05622709452718517065e-13
68 16 3.38971933232075272598e-13
68 17 9.64774148362429658093e-14
68 18 -3.56971702220045342187e-12
68 19 1.25867639172873871746e-12
68 20 -9.82555580886115129703e-13
68 21 8.58629097620215244597e-13
68 22 6.55962852097431319688e-14
68 23 1.34919423210005782974e-13
68 24 3.03557688186624096660e-12
68 25 2.30109578891908524108e-12
68 26 -3.31361535893263701357e-13
68 27 -8.80779485786514284858e-14
68 28 1.53202897745606736067e-13
68 29 6.30389581574935682662e-14
68 30 -6.15067404578906179962e-12
68 31 -8.22331841731452865585e-13
68 32 1.01261315292085053891e-12
68 33 4.47360688583411083300e-13
68 34 1.52576295253065577732e-13
68 35 1.54390424330605684136e-13
68 36 7.14536698038845822231e-12
68 37 2.17933546840782257381e-12
68 38 1.13984153476994935412e-12
68 39 8.12979498913799117465e-13
68 40 2.56124268274813277052e-13
68 41 -7.03832295797312458477e-14
68 42 9.98480600258435725268e-13
68 43 2.34036565574540464944e-12
68 44 -4.76942054489437408348e-13
68 45 5.51967794882534010972e-13
68 46 1.72836981825691425604e-13
68 47 8.76352662078339375561e-14
68 48 2.36973146330768156338e-12
68 49 3.34604250093687572477e-12
68 50 7.25104783262323578195e-13
68 51 1.84837226597152286600e-13
68 52 3.41151600868975528678e-13
68 53 7.39424573581269264669e-14
68 54 2.50089559405109582038e-12
68 55 2.24795586436760628716e-12
68 56 5.56738913299225186363e-13
68 57 6.18661326677149050127e-13
68 58 2.11160686291209450734e-13
68 59 1.78664568304043581494e-13
68 60 9.87049689637447689203e-12
68 61 4.78395271971460263734e-12
68 62 1.05124510635139020054e-12
68 63 1.52559766541034304397e-12
68 64 8.79031688493698982857e-13
68 65 7.76408028036946127303e-14
68 66 5.83558147152881542388e-12
68 67 8.09311238001124048319e-13
68 68 1.11095237569221662894e-11
68 69 -7.21909548104476593078e-14
68 70 1.84206040910196836203e-13
68 71 1.53456433555369779349e-13
69 0 4.65245325261107304068e-12
69 1 5.37505813595268622018e-13
69 2 8.14501165769974387594e-13
69 3 2.55106074746662978933e-13
69 4 1.83075421215408275898e-13
69 5 -3.79892824237960466466e-14
69 6 2.14310448983334745469e-12
69 7 7.34985452160952582789e-13
69 8 9.41400418564823671367e-13
69 9 3.12708223206548483766e-14
69 10 4.05317905982516236652e-14
69 11 9.82291021549225494830e-14
69 12 3.95581091635487653311e-12
69 13 1.36678423320585379321e-12
69 14 7.64138077840581958336e-13
69 15 3.18531295412041823741e-13
69 16 1.89963219775707060009e-13
69 17 -2.38408586904929253297e-14
69 18 -1.96590320746214631663e-12
69 19 -1.56550420627948703843e-13
69 20 4.57022914727036347162e-13
69 21 2.85720713774269235151e-13
69 22 1.75229899563913268292e-13
69 23 1.16009698104691327432e-13
69 24 3.24130682863103797406e-12
69 25 1.39593526848817159014e-12
69 26 5.91206800860895323742e-13
69 27 1.82955009172089570861e-14
69 28 1.38876709000385408900e-13
69 29 5.22969042723240337975e-14
69 30 -9.11904387368526639319e-13
69 31 -1.13978583989410096436e-12
69 32 2.62352308164904242325e-13
69 33 5.98254642939873379068e-13
69 34 2.06788784774113636214e-13
69 35 6.09270837641634375731e-14
69 36 7.05607545887747011133e-12
69 37 2.56611914152866673211e-12
69 38 1.24139510729467614628e-12
69 39 2.75364308261885318188e-13
69 40 2.00972787286355786871e-13
69 41 -1.28964556114606646771e-13
69 42 -2.94755298958017345261e-12
69 43 -1.25307933759602683322e-12
69 44 7.92463908066796163355e-13
69 45 4.79015102489679056556e-13
69 46 -5.56609424031771155463e-14
69 47 2.18422582069549076710e-13
69 48 5.03864757337047676700e-12
69 49 2.09370108011148552099e-12
69 50 8.63368556893714396529e-13
69 51 1.31155665744071463307e-13
69 52 5.85214826667406026836e-14
69 53 -4.59839399821553296306e-14
69 54 6.49483211741637049911e-13
69 55 -4.09068605360609635674e-13
69 56 5.79860114863161790033e-13
69 57 4.41302233483476181349e-13
69 58 8.11365921301857184769e-14
69 59 9.94019781931265618534e-14
69 60 7.10967298142228483985e-12
69 61 3.28494531290409527143e-12
69 62 1.61386490843411422189e-12
69 63 -9.39953797515142443319e-14
69 64 -9.06593058466685890312e-14
69 65 8.79755029548963820269e-14
69 66 -4.21333517595661937326e-12
69 67 2.19495977756471432401e-12
69 68 -7.21909548104476593078e-14
69 69 2.91724747889287157350e-12
69 70 1.80031638511504743414e-13
69 71 -5.96928070622263787597e-15
70 0 1.98940888536088535497e-12
70 1 1.16297228712149272280e-12
70 2 6.97035895300605370907e-13
70 3 2.53998238704661607859e-13
70 4 -1.39140933441359384074e-14
70 5 -3.16410490632258938777e-14
70 6 1.30583110852164367977e-12
70 7 -5.73977970464659261257e-13
70 8 -1.79608617284875564902e-13
70 9 -9.00883729500478827208e-14
70 10 1.36665654598100504544e-13
70 11 1.24866841869389779339e-13
70 12 2.31103904753928517317e-12
70 13 9.54791440715705460899e-13
70 14 5.45384660758333466090e-13
70 15 3.15209997849906744686e-13
70 16 1.51525204847388052501e-14
70 17 -3.38946368000961458380e-14
70 18 -7.62731009945731095064e-13
70 19 -5.59206144883497743179e-13
70 20 -5.25101936877695840811e-14
70 21 2.17430900814194627163e-13
70 22 1.61477837034041015638e-13
70 23 1.30320897536733667426e-13
70 24 7.52559992514828981517e-13
70 25 4.75884649433211387490e-13
70 26 7.87042658979787670979e-13
70 27 3.69105072751405646127e-13
70 28 -1.63969337575302797333e-14
70 29 -3.54630617120105860797e-14
70 30 -5.42743449194263317845e-13
70 31 2.20190487643171865173e-13
70 32 1.38206724084468961778e-13
70 33 7.79566901709285281446e-15
70 34 2.09836813218224527884e-13
70 35 1.35672044318308229827e-13
70 36 1.52276197643737979022e-12
70 37 1.15337014923703094617e-12
70 38 3.74836366661471714980e-13
70 39 2.99954907987299515240e-13
70 40 -3.82286584809688159773e-14
70 41 -3.35037403652928822726e-14
70 42 2.57673018148104357215e-13
70 43 -1.50363063439377639252e-13
70 44 1.18193390746138427394e-13
70 45 -2.00043903451666965363e-14
70 46 1.75909027916182862881e-13
70 47 1.21653118406945268354e-13
70 48 6.99563866812698588530e-13
70 49 1.27522680017087255323e-12
70 50 1.03284445223472759515e-12
70 51 3.59994243807344750354e-13
70 52 2.87367679877729593953e-14
70 53 -3.98604871563603479326e-14
70 54 1.78199507265581423390e-12
70 55 -8.12112379927339029841e-14
70 56 1.86695090381064185399e-13
70 57 2.11730991222287727072e-13
70 58 2.38845812912051048664e-13
70 59 1.18523757326656832571e-13
70 60 5.99538172792952721869e-13
70 61 2.79310206017667327928e-12
70 62 1.66230741408390075765e-12
70 63 5.57072592936605647900e-13
70 64 -1.18669384200105863136e-13
70 65 -3.93503780942023352167e-14
70 66 -4.85340472908266825532e-13
70 67 4.01529446944807591808e-13
70 68 1.84206040910196836203e-13
70 69 1.80031638511504743414e-13
70 70 9.32275187197006922882e-13
70 71 1.12697407655628087188e-13
71 0 1.80437033241613084785e-13
71 1 5.51076814652313541612e-13
71 2 3.53108473790178404336e-13
71 3 3.09102449941833477497e-13
71 4 1.48913543290716251891e-14
71 5 6.73266394032464950391e-15
71 6 8.15370215153849869828e-13
71 7 7.80403530574271397253e-13
71 8 8.80802894463818723046e-15
71 9 7.09912274893076456861e-14
71 10 3.09640945388091602177e-14
71 11 9.60960761052686931748e-14
71 12 1.69153382037864344683e-12
71 13 -1.90288895534113680269e-13
71 14 2.61011452741432650572e-13
71 15 1.84539058286057922565e-13
71 16 6.06002543427864872393e-14
71 17 -1.81810772010014239191e-14
71 18 -7.35088703315663828184e-13
71 19 -2.29994043347507691109e-13
71 20 2.12832141324737633356e-13
71 21 1.19537515744940172257e-13
71 22 7.78347060346716671187e-14
71 23 7.61221593527010906083e-14
71 24 2.11664747420116484289e-13
71 25 5.11822444847856112512e-13
71 26 6.21779928264093026193e-13
71 27 3.92519859859180253067e-13
71 28 1.36394738592202380091e-13
71 29 -4.35843319142364607508e-14
71 30 5.99331084678951380803e-15
71 31 2.26054244149585949908e-13
71 32 1.49093578280503891105e-13
71 33 1.48882199987759895829e-14
71 34 8.27215139522639743000e-14
71 35 1.60348649691781438553e-13
71 36 -1.08336267221175991690e-13
71 37 -1.23514946045294198408e-13
71 38 -3.29161605746441837936e-13
71 39 2.20349322695882501031e-13
71 40 8.59545468815341429328e-14
71 41 -9.21514869059076225708e-15
71 42 7.66522438236195433259e-13
71 43 -1.02042250300892525343e-13
71 44 1.07618573848640896238e-13
71 45 -4.89121036089183027779e-14
71 46 -6.38776073548799739489e-15
71 47 1.13577496562290880418e-13
71 48 7.73570306606809163272e-13
71 49 6.26526222427354798896e-13
71 50 6.29224786737685267152e-13
71 51 5.16944258990729320180e-13
71 52 2.00202883727101338231e-13
71 53 -9.83722544046889129018e-14
71 54 -3.58653041029841023308e-13
71 55 -2.47353711791649682018e-13
71 56 1.29968418849944911912e-13
71 57 2.33762189321596613009e-13
71 58 3.90608157369821285158e-14
71 59 2.33048594881298883676e-13
71 60 1.07446708592426647221e-12
71 61 1.67462253774783130657e-12
71 62 1.23921093710639457079e-12
71 63 9.30984081104151933006e-13
71 64 2.86153200452817091969e-13
71 65 -1.14174617449814473636e-13
71 66 7.20254213418346875666e-13
71 67 -5.00463467635362566239e-13
71 68 1.53456433555369779349e-13
71 69 -5.96928070622263787597e-15
71 70 1.12697407655628087188e-13
71 71 4.64724280231834279621e-13
