# i j cov
# order is xi+_0,xi+_1,...,xi-_0,xi-_1,.... from small scales to large in each
# tomo bins are in c order (i.e. 0,0 0,1 0,2 1,0 1,2 2,2) w/ internal order as above
22 3 2.20218972538582202146e-13
22 4 2.02901583461420026184e-14
22 5 -3.92018839744455086701e-16
22 6 -4.55942598880436244451e-13
22 7 4.23935431892255697355e-14
22 8 2.39958921063378352885e-13
22 9 5.93192329998210981442e-14
22 10 8.95415790372648575303e-14
22 11 6.52385473985689537580e-14
22 12 1.93426917837309059696e-12
22 13 6.50861614041438891261e-13
22 14 4.06008893646781320658e-13
22 15 2.56226697105920383954e-13
22 16 1.05434743358838017058e-13
22 17 6.21092257294034520114e-16
22 18 -2.05565024042607514716e-13
22 19 -2.70521523158910894435e-13
22 20 1.79709476251665679637e-13
22 21 1.12182457636464856196e-13
22 22 3.30759427979878138118e-13
22 23 5.53118071573565613086e-14
22 24 1.06793258944713484952e-12
22 25 5.63682481221452470165e-13
22 26 6.68461840419530853563e-13
22 27 2.70403119492896009259e-13
22 28 9.60829953997691631005e-14
22 29 2.25272226681338859880e-14
22 30 -4.68673454925140433717e-13
22 31 2.18035411344707322794e-13
22 32 2.09371643870256440559e-13
22 33 1.51513351472474833739e-13
22 34 1.60419291545908174620e-13
22 35 7.40441531041748090938e-14
22 36 5.88959317774646073136e-13
22 37 1.02421410811705698960e-12
22 38 4.52490323836860223320e-13
22 39 2.39674472520813219812e-13
22 40 4.81760528078012981662e-14
22 41 -1.56101933499208369518e-14
22 42 -5.27140526917212721737e-13
22 43 -1.37493540750352650395e-13
22 44 3.87710005459624001677e-13
22 45 1.14143269208463945809e-13
22 46 1.39664429053415538120e-13
22 47 7.78438565508061347576e-14
22 48 1.25947400003506144262e-12
22 49 9.57161248193583598816e-13
22 50 5.19807759974984433445e-13
22 51 2.78186728884101213191e-13
22 52 9.33571284390905746827e-14
22 53 1.22380724430056721078e-14
22 54 8.62997642034420756528e-13
22 55 1.51526619684374014637e-13
22 56 1.76775619894463876775e-13
22 57 1.35481291236337042705e-13
22 58 1.46235098651569348018e-13
22 59 6.28067226334550382285e-14
22 60 1.24323087952720739961e-12
22 61 1.24962155995432679894e-12
22 62 6.64576704530795063306e-13
22 63 4.27772867665310241194e-13
22 64 3.30401272758266982451e-14
22 65 4.46406071534851866492e-14
22 66 -5.93978056421436966685e-13
22 67 4.22773685502980451229e-13
22 68 6.55962852097431319688e-14
22 69 1.75229899563913268292e-13
22 70 1.61477837034041015638e-13
22 71 7.78347060346716671187e-14
23 0 4.44814871951829534098e-13
23 1 5.36814026883300638149e-13
23 2 2.42191891560372324631e-13
23 3 2.00597336334085494841e-13
23 4 4.32511935755474118627e-14
23 5 -5.69209659830587403194e-15
23 6 5.35719922124174041967e-13
23 7 1.58398318962530184946e-13
23 8 5.87487974394798354702e-14
23 9 -8.29389740187658867506e-15
23 10 4.44790575697836511983e-14
23 11 8.91344574285271983687e-14
23 12 1.13391602965468122462e-12
23 13 2.50071218646934588629e-13
23 14 3.53359678115717075471e-13
23 15 2.01751645599959514612e-13
23 16 6.58109786403332651229e-14
23 17 4.17918127625082117152e-16
23 18 -7.31513304000029121937e-13
23 19 -1.09915424560346471210e-13
23 20 1.60532816777408787016e-13
23 21 7.06010026386902695606e-14
23 22 5.53118071573565613086e-14
23 23 1.28087090646580002378e-13
23 24 1.17459147015759845163e-13
23 25 7.36618934043258504790e-13
23 26 3.67364657103941676183e-13
23 27 2.11505228092538105042e-13
23 28 8.57120105922772593027e-14
23 29 -7.22454951210518212887e-15
23 30 1.94089526886553546728e-13
23 31 4.82820383133136806725e-14
23 32 4.34631279961200446797e-14
23 33 7.50162505441153185553e-14
23 34 4.70317487689086851906e-14
23 35 1.11182506873140762131e-13
23 36 1.26610625448125298825e-12
23 37 2.15088161302560587024e-13
23 38 3.06529692359948509291e-13
23 39 2.72449738777705729939e-13
23 40 3.07609387428541660937e-14
23 41 -2.79998920975428374227e-15
23 42 -1.55180633419412712707e-13
23 43 -3.15672870509707802524e-13
23 44 1.51648350904189286571e-13
23 45 5.66054538833554444251e-14
23 46 4.04039726399314270875e-14
23 47 1.14165833398111056921e-13
23 48 3.41139043038214063386e-13
23 49 5.58661010105194030614e-13
23 50 3.32225472158949940407e-13
23 51 2.63821245746507331737e-13
23 52 7.74464536715777756351e-14
23 53 -1.36220296420200600446e-14
23 54 6.41855951624128882449e-13
23 55 1.80258853019794405383e-13
23 56 2.84817168635905594228e-14
23 57 6.10646592468294476155e-14
23 58 7.19486057312663763780e-14
23 59 1.09757429195804054859e-13
23 60 5.58065387242679002143e-13
23 61 1.08105761762640749347e-12
23 62 5.08581970718156376221e-13
23 63 1.94777558808667652055e-13
23 64 3.89773515365162785289e-14
23 65 7.91298416829309303306e-15
23 66 5.10513476628590085291e-13
23 67 2.16729249193930741775e-13
23 68 1.34919423210005782974e-13
23 69 1.16009698104691327432e-13
23 70 1.30320897536733667426e-13
23 71 7.61221593527010906083e-14
24 0 1.29194979740067169090e-11
24 1 1.54938868897548682486e-11
24 2 6.60467055757743958119e-12
24 3 6.36810024294838932185e-13
24 4 -6.80055404168901432399e-13
24 5 5.54169393704900081258e-13
24 6 1.41210011913085257259e-11
24 7 3.60417567245310526370e-12
24 8 3.12186925219454740054e-13
24 9 8.88777863274475569373e-13
24 10 1.59114535130316134176e-12
24 11 -1.91773789731304148593e-14
24 12 3.06010445635962514419e-11
24 13 4.30038393951221594600e-12
24 14 2.80951389520503274735e-12
24 15 7.03209754407900027519e-13
24 16 1.02126741848341042580e-12
24 17 8.24814775667879102809e-13
24 18 -8.18386223003039418378e-12
24 19 8.04458542267894608474e-12
24 20 1.49555735196565350157e-14
24 21 7.35981385357267916654e-14
24 22 1.06793258944713484952e-12
24 23 1.17459147015759845163e-13
24 24 1.38423236156963472132e-10
24 25 8.25200238923896966684e-12
24 26 4.43013428221626416003e-12
24 27 1.29098329606353925522e-12
24 28 3.18118311459043935427e-13
24 29 -8.04774952654093150128e-14
24 30 -1.72501724000588764044e-11
24 31 4.05477857133395551855e-12
24 32 7.22583684310402831662e-12
24 33 3.32716307918311272977e-13
24 34 9.00169039007365252682e-13
24 35 5.17523957030187486226e-13
24 36 1.02994934759508939516e-12
24 37 1.39304383766107573701e-11
24 38 1.42036180978107886877e-11
24 39 3.33092919137538121642e-13
24 40 1.33584688762005552030e-12
24 41 1.26833085361321841238e-13
24 42 9.39907071285573841607e-12
24 43 1.37709701026871114607e-11
24 44 1.54619009624284100346e-12
24 45 9.10788845940583620440e-13
24 46 1.50093446791530276931e-12
24 47 6.59298440805003605447e-13
24 48 7.02059204373891691583e-12
24 49 8.09822519777481909757e-12
24 50 7.24403968642678093628e-12
24 51 4.23354296980238603744e-13
24 52 1.35612521550490125411e-12
24 53 6.19072059719762643055e-13
24 54 1.78762354086156227999e-12
24 55 -3.78672665176149772077e-12
24 56 1.95919270350440741152e-12
24 57 2.41086942841094779371e-12
24 58 1.15341987227827233220e-12
24 59 8.64509941930437807835e-13
24 60 4.01609449879676138976e-11
24 61 8.49953280513364750420e-12
24 62 1.67323177714250456154e-13
24 63 -2.32173051168771422889e-12
24 64 -7.36132170348943561687e-14
24 65 2.91607456075466155128e-13
24 66 1.36763951536086559936e-11
24 67 2.38750752547351806436e-11
24 68 3.03557688186624096660e-12
24 69 3.24130682863103797406e-12
24 70 7.52559992514828981517e-13
24 71 2.11664747420116484289e-13
25 0 1.39718868421445273991e-11
25 1 6.28979810321158914244e-12
25 2 2.71626796151826155002e-12
25 3 1.61497457325628201313e-12
25 4 7.67555865342648329309e-13
25 5 7.28268361264830977700e-14
25 6 1.39051981977835169735e-11
25 7 9.95568342528055862267e-12
25 8 4.74990602912636749417e-13
25 9 1.50285806221706062217e-12
25 10 -1.98863066715077736171e-13
25 11 5.45392542965492108266e-13
25 12 1.44274278066627447426e-11
25 13 4.20659064537671764023e-12
25 14 3.60222161081158916006e-12
25 15 5.56179955486468506097e-13
25 16 2.74983044554399466477e-13
25 17 1.63524410714947536500e-13
25 18 -9.70224507402422148625e-12
25 19 1.98733930513721195085e-12
25 20 3.82028054255369414429e-12
25 21 4.78528142699716619384e-13
25 22 5.63682481221452470165e-13
25 23 7.36618934043258504790e-13
25 24 8.25200238923896966684e-12
25 25 3.00710438015405730434e-11
25 26 3.51257759983126908052e-12
25 27 1.29125240928865823078e-12
25 28 4.48704805901666533902e-13
25 29 -2.58064478085157473691e-13
25 30 8.36399341718183917577e-12
25 31 1.83118550129460614227e-12
25 32 9.58645678184794484080e-13
25 33 1.32360356083018201979e-12
25 34 1.10347592277456237750e-12
25 35 9.07061664100427397961e-13
25 36 1.22294092353569055460e-11
25 37 1.63843409339999926121e-12
25 38 2.17026473404994234425e-12
25 39 1.98967458465232024059e-12
25 40 -7.51684226717349054086e-14
25 41 8.27480622479069447671e-14
25 42 1.10513549949668574162e-12
25 43 -2.30268833410751986365e-12
25 44 2.03599696007658261697e-12
25 45 5.17593130028365719793e-13
25 46 5.64055037751222875075e-13
25 47 6.71304943841125782172e-13
25 48 2.65749708424113968864e-12
25 49 3.64170622482788512219e-12
25 50 3.48414346730171450534e-12
25 51 1.56149409678417157602e-12
25 52 2.36949351787575869294e-13
25 53 -2.08592185554652395805e-13
25 54 7.57767328639945824907e-12
25 55 1.31506052687757736005e-12
25 56 -3.43513441648571520265e-13
25 57 5.74422017774422805998e-13
25 58 7.81852652318285708304e-13
25 59 7.68239604283700747594e-13
25 60 4.00566427556228466724e-12
25 61 1.15337406181714281977e-11
25 62 2.27884993079051317468e-12
25 63 2.97248526456685382164e-13
25 64 -4.67659888894308529064e-13
25 65 -1.97318599396414587865e-13
25 66 -1.49944003352270149091e-12
25 67 1.32602370909371462649e-12
25 68 2.30109578891908524108e-12
25 69 1.39593526848817159014e-12
25 70 4.75884649433211387490e-13
25 71 5.11822444847856112512e-13
26 0 1.14834497762886558886e-12
26 1 6.19701355126087538169e-12
26 2 3.39874323191431828482e-12
26 3 1.55620030580075484491e-12
26 4 7.65706781522366822160e-13
26 5 1.00463687868090794613e-13
26 6 -3.19211652427596407098e-12
26 7 2.47461876511723934679e-12
26 8 7.62232822538217388223e-13
26 9 2.70969516052911303420e-13
26 10 2.92575753449554161768e-13
26 11 2.53157056382105975051e-13
26 12 5.57304230319402138304e-12
26 13 2.24509521296976372452e-12
26 14 3.07606177368644560451e-12
26 15 1.28132346404013579821e-12
26 16 7.78892839946329660010e-13
26 17 3.82282084373958203215e-13
26 18 -2.27564530209606599380e-12
26 19 -7.41999992179094114636e-13
26 20 1.13039610252706633679e-12
26 21 4.51790100442797944302e-13
26 22 6.68461840419530853563e-13
26 23 3.67364657103941676183e-13
26 24 4.43013428221626416003e-12
26 25 3.51257759983126908052e-12
26 26 8.57820712554991437059e-12
26 27 1.66944202984449105826e-12
26 28 7.87444675151976158950e-13
26 29 3.68862797484385536910e-13
26 30 -1.51621908867897436159e-12
26 31 1.68608804371593455713e-12
26 32 1.26133316623498708428e-12
26 33 1.34429331384812498140e-13
26 34 7.52924743305442219223e-13
26 35 5.44510447462110144915e-13
26 36 8.18414596114761918270e-12
26 37 1.16048392494734272706e-12
26 38 8.11708844062715287896e-13
26 39 3.42653916402855068849e-13
26 40 4.54051059291529352401e-13
26 41 4.98758595187721777853e-13
26 42 -1.62977062429479393284e-13
26 43 -1.21002393996867608818e-12
26 44 1.27513435462684821308e-12
26 45 3.98220970522697476918e-13
26 46 3.26685877488617136065e-13
26 47 3.09483547969177376695e-13
26 48 3.49196358028356894717e-12
26 49 6.28768320740816772127e-12
26 50 2.74643959753575254759e-12
26 51 1.45064700685745528132e-12
26 52 9.13099085830270800277e-13
26 53 4.77981361919413649031e-13
26 54 8.23450763004120868319e-13
26 55 6.49609798534681029989e-13
26 56 5.63034312587442482823e-13
26 57 8.61638834802250888712e-13
26 58 6.28173223869772886220e-13
26 59 5.18868682596682283837e-13
26 60 9.77524432524944617875e-12
26 61 7.22513679969586028869e-12
26 62 5.94624512175353909248e-12
26 63 3.06140036370915394766e-12
26 64 6.57130516435097942232e-13
26 65 4.93215425707420649335e-13
26 66 9.42972438921749558307e-13
26 67 1.78537455069311262492e-12
26 68 -3.31361535893263701357e-13
26 69 5.91206800860895323742e-13
26 70 7.87042658979787670979e-13
26 71 6.21779928264093026193e-13
27 0 2.36972068451838276766e-13
27 1 1.14435223538119437503e-12
27 2 1.20316707553361948352e-12
27 3 8.77250713877618853814e-13
27 4 3.04735531062682635208e-13
27 5 2.59013345534400487933e-14
27 6 3.25087062530196395666e-12
27 7 1.69607173410928413494e-12
27 8 2.28999241842448807338e-13
27 9 -4.83934413714615445608e-14
27 10 1.28198679770913944302e-13
27 11 1.75024101216728851098e-13
27 12 4.55765306373503500179e-12
27 13 5.21859016397630814849e-13
27 14 1.02671102301744149824e-12
27 15 8.94582289803559993115e-13
27 16 4.48644318612878469570e-13
27 17 9.11032473735042577012e-14
27 18 -2.22727904668168867053e-12
27 19 -3.09691333371363677291e-13
27 20 3.24120444544100193641e-13
27 21 9.83512207451198427649e-14
27 22 2.70403119492896009259e-13
27 23 2.11505228092538105042e-13
27 24 1.29098329606353925522e-12
27 25 1.29125240928865823078e-12
27 26 1.66944202984449105826e-12
27 27 2.02236458113718304242e-12
27 28 6.74209399006953689275e-13
27 29 1.03135975934191211632e-13
27 30 -1.30386411695600581497e-12
27 31 8.94895354135227742505e-13
27 32 7.49155898505583685013e-13
27 33 5.88807363563604961665e-14
27 34 1.64307793520304754815e-13
27 35 3.34090683796448033229e-13
27 36 3.46366918340335717688e-12
27 37 1.18880862036405179162e-12
27 38 4.48851079359225132538e-13
27 39 6.84634847726774546913e-13
27 40 3.04698519707918777627e-13
27 41 1.90925655940867062118e-13
27 42 -9.37176598596542998367e-13
27 43 -8.75350653902873271357e-13
27 44 -6.90707639722976196104e-14
27 45 -1.64197978644938693365e-13
27 46 1.38975457336834981618e-13
27 47 1.15923814228871325631e-13
27 48 -6.81319493710953459670e-13
27 49 1.81973640416385476061e-12
27 50 1.85738796477097758046e-12
27 51 1.26080330337708897441e-12
27 52 6.07315300660863484315e-13
27 53 1.82001050780829399764e-13
27 54 1.01896256468049797296e-12
27 55 2.17889164046583680469e-13
27 56 5.65354742564959487631e-13
27 57 7.43054979158521856754e-14
27 58 2.10380032325102228592e-13
27 59 2.58152307575780573406e-13
27 60 1.55865190222595021153e-12
27 61 3.36312545957770765004e-12
27 62 2.57945401474950007993e-12
27 63 1.77200255980390514888e-12
27 64 6.33496675390911578416e-13
27 65 1.78993572118540919843e-13
27 66 1.94981443214464680656e-12
27 67 -4.24830116146998610543e-13
27 68 -8.80779485786514284858e-14
27 69 1.82955009172089570861e-14
27 70 3.69105072751405646127e-13
27 71 3.92519859859180253067e-13
28 0 -6.62603930404068046459e-13
28 1 1.02288667051103782966e-12
28 2 5.01396968409459103311e-13
28 3 2.67978576401635909685e-13
28 4 4.69250942866802522839e-13
28 5 1.05700707805248057091e-13
28 6 -7.09340674605156129282e-13
28 7 1.15091765102029857228e-12
28 8 1.94732253721222493234e-13
28 9 -1.85426243309519837302e-13
28 10 2.97116785375756201195e-14
28 11 6.05761629864983447147e-14
28 12 2.94925879522907144154e-12
28 13 2.09809700973533844041e-13
28 14 5.83804460481821020235e-13
28 15 5.71581693080702985729e-13
28 16 5.36955939644231521892e-13
28 17 1.73567003066209741683e-13
28 18 -3.73390226330766357954e-13
28 19 5.79106114027724559269e-13
28 20 -4.44185948272730693199e-14
28 21 2.71628055928364433674e-13
28 22 9.60829953997691631005e-14
28 23 8.57120105922772593027e-14
28 24 3.18118311459043935427e-13
28 25 4.48704805901666533902e-13
28 26 7.87444675151976158950e-13
28 27 6.74209399006953689275e-13
28 28 1.02187397797610116983e-12
28 29 2.30562271666165347715e-13
28 30 -6.40446381955010108902e-13
28 31 4.50565762490989764602e-13
28 32 8.24930736022900278548e-15
28 33 -4.58926444578868177259e-15
28 34 -4.25062111789752230329e-14
28 35 9.87220288277280525455e-14
28 36 1.78973286106415130185e-12
28 37 2.99374830375725807758e-13
28 38 4.98095551786409143283e-13
28 39 4.79360256134885716649e-13
28 40 4.42323890557844487424e-13
28 41 3.26714526392833226428e-13
28 42 3.91858930186607823080e-13
28 43 -3.91516034380555375272e-14
28 44 -1.33405747870460035287e-15
28 45 1.43984290280105252665e-14
28 46 -1.47585473667243557235e-14
28 47 4.04493699609011572297e-14
28 48 -1.17607468537747528415e-12
28 49 7.75850013681052232947e-13
28 50 4.30636566981134298406e-13
28 51 7.54054733148282275540e-13
28 52 7.05110299723335633892e-13
28 53 3.60395536594974399397e-13
28 54 -1.43290928814020729274e-12
28 55 3.52508941985270470545e-13
28 56 3.19791837139140381747e-13
28 57 -1.37507299954747523671e-13
28 58 -6.62348593494123283596e-15
28 59 3.86738787371417548355e-14
28 60 5.32679403499449382779e-12
28 61 7.21512331653927232294e-13
28 62 1.24882363481006479329e-12
28 63 1.00279153872639369815e-12
28 64 9.44641405536457873633e-13
28 65 4.10927903847037543663e-13
28 66 -5.29987084356038237142e-13
28 67 -8.09877141974014493111e-13
28 68 1.53202897745606736067e-13
28 69 1.38876709000385408900e-13
28 70 -1.63969337575302797333e-14
28 71 1.36394738592202380091e-13
29 0 3.60685824149506327868e-13
29 1 6.94219040391984873358e-13
29 2 -8.05908775822196686085e-15
29 3 1.37036648421884844095e-13
29 4 1.72821949035329493794e-13
29 5 1.75330005415630453533e-13
29 6 -1.07795790419614990494e-12
29 7 3.65189975355401646552e-15
29 8 1.30460728944533506247e-13
29 9 -1.13755816660256517093e-13
29 10 -1.62929146423615386152e-14
29 11 -2.15691201472909180321e-14
29 12 2.19599862453129863090e-13
29 13 -2.45776314924873433376e-13
29 14 3.79010493903197797418e-13
29 15 1.15988986503365617490e-13
29 16 1.59305191804317902283e-13
29 17 2.33506831707584026351e-13
29 18 2.26330426012071861387e-13
29 19 2.67673041656436969229e-13
29 20 -9.87758938730290009401e-15
29 21 -1.43658133309340239507e-15
29 22 2.25272226681338859880e-14
29 23 -7.22454951210518212887e-15
29 24 -8.04774952654093150128e-14
29 25 -2.58064478085157473691e-13
29 26 3.68862797484385536910e-13
29 27 1.03135975934191211632e-13
29 28 2.30562271666165347715e-13
29 29 3.63370309752431267483e-13
29 30 -6.53791650795912364839e-13
29 31 -2.00865975204094452129e-13
29 32 -1.52666143937447780438e-13
29 33 -1.63908486204800237773e-14
29 34 2.59389056926216790954e-14
29 35 -5.52979712963452430086e-14
29 36 1.29083574836138363183e-12
29 37 -1.88174769276855658043e-13
29 38 1.33966506398680677802e-13
29 39 8.69458726135513709620e-14
29 40 2.41129148476420924472e-13
29 41 3.08712749758180762024e-13
29 42 -1.85000496925972067784e-14
29 43 -1.66946927198329112710e-13
29 44 2.53933015838611450012e-13
29 45 -1.58668785081498827946e-14
29 46 -2.94539136264267385045e-14
29 47 -4.00863683197830507477e-14
29 48 -2.17091708497539755276e-13
29 49 5.51971745890923277118e-13
29 50 3.18279752272727076870e-14
29 51 2.74948061074994842095e-13
29 52 2.72123409772349469999e-13
29 53 4.33864063754686226945e-13
29 54 4.51963849049084371698e-13
29 55 -6.01834281683240004849e-14
29 56 9.24636593696027362444e-14
29 57 -9.39108800530133398363e-14
29 58 4.87938358897888282766e-15
29 59 -3.66189276422038028939e-14
29 60 1.66886341631683790258e-12
29 61 -9.37399631050208380166e-14
29 62 6.76578920460495923654e-13
29 63 4.39376591733552573112e-13
29 64 4.14919056338349870305e-13
29 65 5.06199125772697969367e-13
29 66 5.76182832229270968710e-13
29 67 -2.04028880322518917086e-13
29 68 6.30389581574935682662e-14
29 69 5.22969042723240337975e-14
29 70 -3.54630617120105860797e-14
29 71 -4.35843319142364607508e-14
30 0 -3.73658558773061558419e-12
30 1 1.05444591618727854603e-11
30 2 1.74599065277241930095e-12
30 3 2.27270262376318777461e-12
30 4 -8.60290759496107033631e-13
30 5 -1.19175081819926196069e-13
30 6 1.97353517966258104679e-11
30 7 1.44499994992738005872e-11
30 8 -3.60373488376617702096e-12
30 9 6.90711007563506941216e-13
30 10 -5.31402967344029273374e-13
30 11 1.80792086376726894880e-13
30 12 8.75454517097556430396e-13
30 13 -3.30100929267582689489e-12
30 14 -1.80391114548286259235e-12
30 15 -4.46904764788444255070e-13
30 16 -7.72613248371658951399e-13
30 17 -2.48631440165026990259e-13
30 18 1.44387690018953657359e-11
30 19 -1.42821953768594870993e-12
30 20 -5.54794721102280629102e-13
30 21 -8.95783922401069287957e-13
30 22 -4.68673454925140433717e-13
30 23 1.94089526886553546728e-13
30 24 -1.72501724000588764044e-11
30 25 8.36399341718183917577e-12
30 26 -1.51621908867897436159e-12
30 27 -1.30386411695600581497e-12
30 28 -6.40446381955010108902e-13
30 29 -6.53791650795912364839e-13
30 30 1.39430894135761111045e-10
30 31 1.49756737261249174406e-12
30 32 -1.43037143860447505539e-12
30 33 -1.00368800060204328885e-12
30 34 7.11469181180169405194e-13
30 35 3.06892003426553643199e-13
30 36 -5.33166278464643117408e-12
30 37 -1.57444848749463822603e-11
30 38 -1.45180927749186975710e-11
30 39 -2.42879802761980780493e-12
30 40 -1.52295767876686345628e-12
30 41 -1.14742638568091747263e-13
30 42 9.13970220437324798808e-14
30 43 -1.43824234104925723736e-11
30 44 -2.28336184563967000731e-12
30 45 1.60116148446734046172e-12
30 46 -7.69253490411767917977e-13
30 47 -3.00715291558036267239e-13
30 48 1.22595907060760853492e-11
30 49 -9.39401658411501380061e-12
30 50 -9.89670436362346770183e-12
30 51 -3.20407289562016686355e-12
30 52 -1.65456440984389043085e-12
30 53 -9.70188216200570494801e-13
30 54 6.16222979948656638113e-12
30 55 -3.17328881097793781496e-12
30 56 -1.28138189573111132109e-12
30 57 -9.62837755964681942499e-13
30 58 -1.42609662980269426584e-12
30 59 -8.26983028744056065845e-14
30 60 -2.99141844776109400969e-11
30 61 4.09039536454711466556e-13
30 62 -7.59941374663909163367e-12
30 63 -2.56738208709883952159e-12
30 64 1.13618117049234580212e-13
30 65 -1.46087076568772916092e-12
30 66 -5.84147068201950328141e-12
30 67 -1.28885065851510676017e-12
30 68 -6.15067404578906179962e-12
30 69 -9.11904387368526639319e-13
30 70 -5.42743449194263317845e-13
30 71 5.99331084678951380803e-15
31 0 -9.19526136610599746792e-12
31 1 3.87948426830785841724e-12
31 2 1.70538294323191496422e-12
31 3 2.38614665334063450719e-13
31 4 7.33513565841480305282e-13
31 5 6.59452776173143520445e-14
31 6 6.33876946907876628295e-12
31 7 2.35599820179483110289e-12
31 8 -6.83765269313861335150e-13
31 9 -1.17332042662970552080e-14
31 10 -4.19172795240573978207e-13
31 11 -4.71000589021532508613e-14
31 12 4.68176880408289995674e-12
31 13 7.31109099087625224085e-13
31 14 2.30058797827341807169e-13
31 15 -3.00748276485924775215e-13
31 16 3.65713967326258115697e-13
31 17 -3.35567134539553117966e-13
31 18 4.21831989299220550481e-12
31 19 1.35629080480923992255e-12
31 20 9.53785764603214644310e-13
31 21 -1.10113996513796729540e-13
31 22 2.18035411344707322794e-13
31 23 4.82820383133136806725e-14
31 24 4.05477857133395551855e-12
31 25 1.83118550129460614227e-12
31 26 1.68608804371593455713e-12
31 27 8.94895354135227742505e-13
31 28 4.50565762490989764602e-13
31 29 -2.00865975204094452129e-13
31 30 1.49756737261249174406e-12
31 31 2.53010384181211047339e-11
31 32 5.38873572913375965721e-13
31 33 -6.88246529258594722035e-13
31 34 -5.29469691619699946634e-14
31 35 7.86202016074897345069e-14
31 36 7.22236784564653270641e-12
31 37 4.02852315730028419731e-12
31 38 -1.32345117130563291436e-12
31 39 8.47928369395021921451e-14
31 40 -1.49108441142982318408e-13
31 41 -5.37660454919806145451e-13
31 42 -2.67625339837560708340e-12
31 43 6.12033884470640909452e-12
31 44 1.71951410292857328780e-13
31 45 -3.05171326713970896042e-13
31 46 -9.67773494853646039757e-14
31 47 -1.51927244467509214230e-14
31 48 5.15461841875239207661e-12
31 49 -3.33033390385951198724e-13
31 50 5.33573383023550005134e-13
31 51 -1.49452895980741184518e-13
31 52 2.66659309633193595585e-13
31 53 -1.94256195708222162098e-13
31 54 -1.92568821987550365227e-12
31 55 -1.38444687745397571677e-12
31 56 -8.67333900621423807919e-13
31 57 2.78231467026511089730e-13
31 58 5.13799838926820215502e-13
31 59 1.89323415626932139000e-13
31 60 -3.97415526148419251426e-12
31 61 -1.70367616657307466912e-13
31 62 1.33837070534964897657e-13
31 63 1.90981978844978298966e-12
31 64 4.37912111764744434171e-13
31 65 -2.12095188933947889087e-14
31 66 -3.16212807849000957929e-12
31 67 -1.98202412877588969337e-12
31 68 -8.22331841731452865585e-13
31 69 -1.13978583989410096436e-12
31 70 2.20190487643171865173e-13
31 71 2.26054244149585949908e-13
32 0 1.36623600322749856047e-12
32 1 1.70813504414349462005e-13
32 2 8.08577706373186663589e-13
32 3 2.45999129650600812141e-13
32 4 6.81544744342144192497e-14
32 5 -4.99245909015103471718e-14
32 6 9.24342579247176575596e-13
32 7 2.93807513463130891625e-12
32 8 6.53624386132451034654e-13
32 9 2.13359346381451825978e-13
32 10 3.84959263115913146555e-13
32 11 6.17600863527646280886e-14
32 12 3.82054768911941465221e-12
32 13 5.36997226962903579492e-13
32 14 7.35277825878178367025e-13
32 15 1.90558889740048327705e-13
32 16 1.16682250990228695266e-13
32 17 -1.11703441883424122005e-13
32 18 -1.50545861297999289219e-12
32 19 2.78184896004678093222e-13
32 20 1.15113683758160620641e-12
32 21 2.50014764925943946885e-14
32 22 2.09371643870256440559e-13
32 23 4.34631279961200446797e-14
32 24 7.22583684310402831662e-12
32 25 9.58645678184794484080e-13
32 26 1.26133316623498708428e-12
32 27 7.49155898505583685013e-13
32 28 8.24930736022900278548e-15
32 29 -1.52666143937447780438e-13
32 30 -1.43037143860447505539e-12
32 31 5.38873572913375965721e-13
32 32 4.90245887170341853650e-12
32 33 1.62914072872633170885e-13
32 34 1.97242059723036523439e-13
32 35 1.31543352551283859587e-13
32 36 -5.17608405466716345506e-13
32 37 1.50627376105097298658e-12
32 38 1.46900945195195530692e-12
32 39 3.40812214752182641025e-13
32 40 -5.26587729184696033538e-14
32 41 -1.66807691884932618117e-13
32 42 2.32694789549193623740e-12
32 43 -3.06481941816553361510e-12
32 44 -4.53396100204400587519e-13
32 45 1.34205241082965809467e-13
32 46 2.52491716180388569795e-13
32 47 2.78381764957080205221e-15
32 48 1.84802398555009489194e-12
32 49 1.60239339585537715385e-12
32 50 1.25837994921426294070e-12
32 51 2.68431100479404254291e-13
32 52 -5.55926225208428225683e-16
32 53 -2.18142506672776282566e-13
32 54 3.94895944847766885019e-12
32 55 -8.07488200196441659361e-13
32 56 7.80959546213992396781e-13
32 57 7.75450756079571132653e-13
32 58 2.25985646008699147277e-13
32 59 1.29376556555338300577e-13
32 60 3.00607037838285583479e-12
32 61 3.73167662504661915932e-12
32 62 4.05917366277262957504e-13
32 63 -4.17220558500829172992e-14
32 64 -1.34230542621217047974e-14
32 65 -2.97295685902206288972e-14
32 66 -3.08085832781042784798e-14
32 67 1.82277476713380262182e-12
32 68 1.01261315292085053891e-12
32 69 2.62352308164904242325e-13
32 70 1.38206724084468961778e-13
32 71 1.49093578280503891105e-13
33 0 2.30192526864566292135e-12
33 1 2.73262295623094254693e-13
33 2 3.59201886708610047895e-13
33 3 1.79039763326775423742e-14
33 4 1.48636910255477027291e-14
33 5 -2.93544352395664474217e-14
33 6 -1.72030255377106522709e-12
33 7 1.21367308381622766279e-12
33 8 8.16213805060938283607e-14
33 9 1.17825915505098952206e-13
33 10 -1.11445936666249839329e-13
33 11 7.85733625038699468940e-14
33 12 2.91216080246839584582e-12
33 13 5.90717301824647832574e-13
33 14 4.91696783207263087676e-13
33 15 6.33687751450707366644e-14
33 16 1.05626886423111225546e-14
